"year","iso_code","country_code","country_or_subregion","total_cases"
2022,"GLP",312,"Guadeloupe",790
2022,"GTM",320,"Guatemala",8407
2022,"GUY",328,"Guyana",382
2022,"HTI",332,"Haiti",3316
2022,"HND",340,"Honduras",25337
2022,"JAM",388,"Jamaica",100
2022,"MTQ",474,"Martinique",360
2022,"MEX",484,"Mexico",59918
2022,"MSR",500,"Montserrat",9
2022,"NIC",558,"Nicaragua",97541
2022,"PAN",591,"Panama",11172
2022,"PRY",600,"Paraguay",7428
2022,"PER",604,"Peru",72851
2022,"PRI",630,"Puerto Rico",1023
2022,"BLM",652,"Saint Barthelemy",93
2022,"KNA",659,"Saint Kitts and Nevis",1
2022,"LCA",662,"Saint Lucia",15
2022,"MAF",663,"Saint Martin",35
2022,"VCT",670,"Saint Vincent and the Grenadines",16
2022,"SUR",740,"Suriname",17
2022,"TTO",780,"Trinidad and Tobago",52
2022,"TCA",796,"Turks and Caicos Islands",3
2022,"USA",840,"United States of America",1156
2022,"URY",858,"Uruguay",80
2022,"VEN",862,"Venezuela",11409
2022,"VGB",92,"Virgin Islands (UK)",27
2022,"VIR",850,"Virgin Islands (US)",0
2022,NA,NA,"Total",2811433
